1232239551 0
1232241315 -12
1232241414 -12
1232241555 -12
1232480232 -12
1232567603 -12
1232575896 -12
1233628853 -12
1233629134 -12
1233960168 -12
1233960550 -12
1234115429 51
1234220305 87
1234223624 87
1235783375 87
1236211690 87
1236371953 87
1236372199 87
1236372821 87
1236372888 87
1236373521 87
1236373686 87
1236374076 87
1236374642 87
1236379440 87
1236385518 87
1236632412 87
1236634958 382
1236636182 382
1236641082 382
1236642348 382
1236642905 382
1236715117 1240
1236716095 87
1236717218 87
1236718097 87
1236722362 87
1236723041 330
1236725051 330
1236804108 87
1236809618 134
1236873165 134
1236878640 134
1236881312 1240
1236909976 1299
1236960343 134
1236961034 134
1236961057 134
1236985446 134
1237226233 306
1237226799 306
1237226947 306
1237227203 306
1237227269 306
1237227569 306
1237230876 306
1237244030 305
1237310484 313
1237310658 134
1237311071 313
1237326169 134
1237336529 382
1237402562 382
1237490007 2306
1237499249 321
1237502229 321
1237503310 321
1237586300 330
1237587336 330
1237589648 330
1238538661 371
1238609261 379
1238628466 379
1238693120 379
1238700195 379
1238704372 1021
1238706875 1025
1238722355 1025
1238789771 1201
1238790482 1201
1238793575 1201
1238800759 1201
1238803015 1205
1239035964 1205
1239058910 1205
1239127650 1205
1239127971 1240
1239141225 1305
1239221539 1305
1239229950 2305
1239230786 2305
1239231946 2305
1239293379 2306
1239293528 2306
1239297281 2306
1239306897 2379
1239311850 2379
1239313817 2379
1239315402 2379
1239915479 2379
1239992537 2379
1239993468 2686
1239993688 2686
1240274845 2686
1240354094 2686
1240354159 2686
1240412387 2686
1240421038 2703
1240462691 2776
1240463147 2776
1240608582 2789
1240613217 2789
1240627949 2789
1240804840 2789
1240971612 2791
1241028353 2791
1241049642 2791
1241062427 2791
1241105186 2791
1241105302 2791
1241113437 2791
1241219066 2824
1241224299 2824
1241561287 2828
1241561370 2828
1241561774 2828
1241562607 2828
1241565516 2828
1241579499 2828
1241580259 2828
1241580782 2828
1241581070 2828
1241581393 2828
1241584158 2828
1241584219 2828
1241585172 2831
1241672952 2831
1241727936 2833
1241728341 3374
1241728616 3374
1241728783 3374
1241731780 3374
1241731918 3374
1241733022 3374
1241733054 3357
1241737618 3410
1241737877 3410
1241810052 3410
1241810238 3410
1241810394 3427
1241816521 2824
1241824619 2828
1241825345 2828
1242074974 3427
1242169669 2828
1242195326 3427
1242253863 2828
1242315759 2828
1242318623 3427
1242326563 3427
1242330245 2828
1242333977 3427
1242335021 2828
1242335158 3639
1242397025 2828
1242414519 3427
1242666092 3639
1242689639 3639
1242695579 2828
1242752861 2828
1242768489 3639
1242938956 3639
1242951680 3632
1242955634 3632
1242962630 3632
1242963008 3632
1242964277 3632
1243016319 3632
1243016359 3632
1243028848 3632
1243028882 3632
1243029042 3632
1243372866 3639
1243390138 3639
1243487429 3632
1243541374 3632
1243541851 3632
1243554811 3632
1243560746 3640
1243560875 3640
1243617526 3640
1243910778 3640
1243912781 3642
1243998206 3642
1244060703 3642
1244061424 3642
1244090794 3666
1244091151 3666
1244180747 3666
1244180822 3666
1244182030 3666
1244182502 3666
1244190955 3666
1244191013 3666
1244191032 3666
1244507909 3666
1244598369 3666
1245711023 3595
1245886475 3595
1245975783 3595
1250307981 3595
1250308000 3595
1251100327 3595
1251158828 3595
1251247564 3595
1251399709 3595
1251419682 3595
1251511894 3595
1251592876 3656
1252017170 3656
1252045983 3656
1252216461 3659
1252252297 3659
1252457397 7267
1252459901 7267
1253156950 7361
1253157133 7361
1253157316 7361
1253157463 7363
1253157563 7363
1253157941 7363
1254116345 3928
1254173746 3929
1254778634 3929
1254959337 3929
1255017628 3929
1255051620 3929
1255051815 3929
1255845439 3954
1255845483 3954
1255846189 3954
1256162690 3954
1256162942 3954
1256245403 4069
1256245983 4069
1256333202 4069
1256334682 4069
1256578288 4108
1256578541 4069
1256663617 4131
1256679592 4602
1256689614 4601
1256937228 7363
1257371116 4601
1257458261 4601
1257551459 7371
1257622910 4749
1257634082 4601
1257634203 4601
1257649202 4601
1257787263 4611
1257987168 4611
1257987277 4624
1257993664 4723
1258138979 4723
1258155205 4724
1258182740 7363
1258505418 4724
1258542810 7371
1259106936 4724
1259110294 4724
1259112299 4724
1259625524 4729
1259787718 4729
1259787939 4734
1259809844 8474
1259887308 4734
1260302807 4907
1260303067 4907
1260337963 4896
1260406808 4896
1261015787 4896
1261023614 4907
1261598648 4791
1261609841 4791
1262137564 4834
1262723982 4834
1262738499 4834
1263511781 4834
1263578950 4889
1263898034 4889
1263900591 4889
1263906049 4897
1264023521 4897
1264827658 4892
1264830859 4892
1265158139 4964
1265158181 4964
1265241494 4964
1265241521 4964
1265405209 4964
1265405235 4964
1265406071 4996
1265408136 5242
1265591036 4998
1265593926 4998
1266395564 4998
1266395584 4998
1266442007 5242
1266455884 4998
1266471739 4998
1266472196 4960
1266472642 4960
1266475342 4960
1266476594 4960
1266948841 4960
1266954992 4960
1266955768 4960
1267048047 4960
1267050313 4960
1267050427 4957
1267050907 4517
1267051170 4517
1267075409 4503
1267121368 4457
1267125158 4457
1267125287 4457
1267147628 4459
1267204087 4459
1267204750 4476
1267221068 4472
1267391780 4731
1267527638 4731
1267527740 4731
1267609804 4737
1267612724 4737
1267612790 4737
1267819015 4666
1268109639 4666
1269850057 4907
1270281547 4909
1270693673 4979
1271240037 4979
1272048355 4979
1272049434 4979
1272051484 4979
1272055811 4979
1272221497 4979
1272579768 4979
1272665600 4979
1272924769 4977
1272927258 4975
1272980792 4975
1272994454 4975
1272994480 4997
1272994523 4997
